segment_id,class,timestamp_start,timestamp_end,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma
296,tiktok_over_4s_watched,1765397667.7946892,1765397668.2946737,-43522402888190.13,-17680301483620.523,-51893509422.77328,-97657540249.01582,-28758638616.748386,-49846875791.03668,-63417362855.77584,-115866158910.30391,37619850253.00695,9087242675.829185,-5152679486323.965,-676022656776.9924,-257226338586.50363,-45799093827.745056,-153386878135.6001,-22125769127.049282,-808027686548.534,-1063645387962.1444,30446620089.32847,1472354171426.3367
297,tiktok_over_4s_watched,1765397679.1771092,1765397679.6770935,-44173576638818.87,-24340386041202.082,-45326845020.53732,-46236739263.6965,-81073040998.27869,-39863738606.58312,-124330624117.31892,-60805217380.15339,11890116842.020935,-13997519944.602005,-4269896378788.6704,-251907198124.36676,-36287172035.59837,-28446074160.54708,-45879784633.59292,2569093482.423345,-485816829568.77264,-1002892540795.8262,12386001615.445267,1428019017589.3096
298,tiktok_over_4s_watched,1765397701.3484216,1765397701.8484125,-73179972986318.28,-22823921078357.777,-11859165445.433378,35429234261.14383,21202003944.219414,-47661612205.102875,-76135716910.6945,-12524468457.899836,-25323722427.743122,-2137376715.4081833,-2946813336073.352,-1462456339644.0396,-140788896395.63235,-1867032010.566716,-72782788980.60077,12165099731.52788,-572741466049.2521,-478446317188.8177,65562515917.69434,-1478147316125.3594
299,tiktok_over_4s_watched,1765397720.238644,1765397720.7386334,-60300225626663.85,-11942887982320.643,-40192314982.78501,-38790402393.06378,-94410745198.16667,-18893035217.278217,-41637434998.14225,-64866894128.122,-28053090347.620598,-21973934092.853268,-2808166408926.997,-2012831032930.6877,-222362182936.899,-68917848659.17165,-222022358850.21854,-7604591050.673889,-499387166042.1277,-584388615825.685,79902423712.02095,-2006885077300.182
300,tiktok_over_4s_watched,1765397773.1123042,1765397773.612292,-24099263818930.426,-27722964592357.242,-61190696221.820015,-96764844575.09468,-16384258265.273277,-41691605138.417915,-114458326472.45796,-332864366571.14136,-18786803814.923035,627404286.6481398,-3539542343994.485,-156073615991.1541,-130971680894.57756,-55801793113.19339,-100101276020.32921,-25840948695.596138,-1107633426365.413,-2679503671263.344,-351929549327.19965,-3910031727785.872
301,tiktok_over_4s_watched,1765397798.5646596,1765397799.0646458,-35818453916140.12,-11009631238025.158,-36695461477.35271,-33195593720.307816,-61150430455.73545,-19421039425.310913,-175338876500.988,-194136193458.09885,-35012788032.02947,-12103594696.294813,-3195721718505.3433,-1792745162398.896,-30723642039.390602,-40877438536.213875,-35146252610.078064,-2491261197.633172,-678176805069.1697,-617081186680.6229,78213889574.16083,-2257851898657.686
302,tiktok_over_4s_watched,1765397815.2987704,1765397815.7987683,-57069913150027.22,-15560705134267.7,-69530379275.39227,-20114009691.80133,-27831016514.236862,-32726421141.389328,-111495012340.73613,-117828928823.8776,-17925133979.718616,1885202453.9013343,-3059064349787.0522,-2344116453723.5,-221805162667.33585,-33425710225.238605,-147394716638.34708,1418409646.3063352,-553360641356.9885,-813828711333.6001,36547465415.0192,-2296331780956.6387
303,tiktok_over_4s_watched,1765397823.1737092,1765397823.673705,-27598311156596.74,-15630117279591.408,-70981434992.50914,-13222226829.673634,-60070634625.23924,-58111789688.77041,-112448984307.23541,-198236544767.34784,-56716636625.47313,-25994861286.16009,-3140791482654.626,-1407560258757.898,-117723827161.80504,-35469774632.551895,-97236346030.36351,1562512562.0022132,-517460870928.8226,-757699466984.5154,43030111484.84743,-2490531560432.848
304,tiktok_over_4s_watched,1765397846.7047114,1765397847.2047071,-49376753697158.195,-19152889469452.457,-81098767950.57626,-13822913197.528028,-57635239492.12075,-55234832965.61289,-68715974834.35195,-154978529485.43835,-64242322898.2236,-10052793646.67017,-6596620870472.857,-73760586320.47336,-22428467053.75503,-40339067419.2315,-196247400653.94574,-11684825722.320045,-560290192159.8724,-607511422711.8721,85377929735.51828,-1697992981013.1821
305,tiktok_over_4s_watched,1765397866.3920598,1765397866.888154,-52983803897646.08,-20314025215272.38,-34014431991.67835,-64775832229.77373,-135694301361.65103,-32196946117.264145,-77595826761.46974,-65574666326.53729,-64334470019.13273,-18056294865.844517,-3103729721054.1987,264710523467.43335,8356544500.972537,-39411134878.28807,-117576758117.37875,10641633754.904787,124192225325.40761,-802574922033.8706,-322609783756.23566,-1798869144531.4712
306,tiktok_over_4s_watched,1765397871.501433,1765397872.0014305,4663753190945.913,2059955043755.3977,-11251991377.70853,-42051372931.22092,-47163613903.39335,-18614002220.398132,-49804616981.73034,-233672011970.7596,-57660834819.67337,-13990113963.377552,1624478674715.9973,-1082869597440.132,-225310700173.699,-45684403774.80794,-181843480809.02246,-5428507790.65898,-314816345338.77185,-1267492412413.8672,-13842593401.720688,745081897310.373
307,tiktok_over_4s_watched,1765397923.4859226,1765397923.985922,13026696443738.264,-742978231965.4609,-8268488970.783327,-54049125931.45007,-38069683458.07232,-202121692.22517902,-15775206962.839119,-91004433298.81789,-18810411883.889755,-5504356405.262517,86174509601.68204,-914003059459.5067,-81464787584.54364,-14795129814.140085,-47469257425.266014,16507783216.114536,-487909333629.6087,-1109697842212.7444,9482657166.57414,1084979481959.8232
308,tiktok_over_4s_watched,1765397937.548389,1765397938.0483878,-29843350699438.188,-20770730133889.41,-142122812766.43893,-82014084398.80275,-95356098452.32474,-43393404869.15868,-89076378077.27061,-208211838188.3003,-51908512904.44805,-9764312436.64612,-2378148586903.6665,312674744795.5152,-158905243578.87418,-31863416851.929695,-200976062096.0928,15500180701.002968,-616051199251.4667,-1104579445102.2031,9026907664.159834,922616781320.4456
309,tiktok_over_4s_watched,1765397945.9390109,1765397946.4390097,-40899632244629.586,-8126817603414.698,-56255679664.92747,-72822202168.70604,-70696875896.71075,-48125663302.64501,-170387019216.60855,-69652469042.64305,-33053709131.2876,-23631125849.031475,-3623470854059.531,-1152420642803.4617,-97647839080.05699,-38553090193.20671,-149447420806.42062,26093229728.13033,-229085466953.3095,-2411826582664.7266,-255365164884.89252,-2028652486809.9807
310,tiktok_over_4s_watched,1765397957.282736,1765397957.782734,20819546690596.582,9758912753304.021,21115487462.43615,35034265235.18517,-37710754001.87547,1870975085.8220046,9790616920.160168,-100236925673.89633,-3159508755.2218204,-22345714942.73188,2964384630563.3506,1082406922058.8523,54670932245.80108,-11649113803.142878,-49927456981.74781,-9274011327.95014,-606256902573.4907,-901207993735.1841,22278088120.469345,1190388543029.1665
311,tiktok_over_4s_watched,1765397990.423185,1765397990.92318,-35903496690825.336,-8198555449344.211,-9120944099.802732,-10194143766.658693,-58493317710.75372,-64321402600.84714,-170656126754.4819,-165560938761.7423,-41927635118.128685,-26733837799.77078,324764682622.69714,-1828535297384.0432,-277232606655.7112,-26456150661.475124,-60652416713.528564,-3657516158.1556616,-234747073118.33936,-1342937738769.1765,-29390311841.38189,893286654980.9363
312,tiktok_over_4s_watched,1765398010.0636318,1765398010.5636258,-60333160598038.25,-10741499071159.271,-28828584522.546856,-293293425.69754606,-16073657759.77716,-77969075587.95569,-208705247589.87686,-257075697194.05777,-33122716351.558315,-7543873801.715802,-1868216337102.3442,-111124570351.93867,-107360382478.57285,-61926198885.07328,-77767942009.87856,8439727561.429612,-308154929679.1541,-1184900189378.1794,1222600152.3188555,939561503936.4805
313,tiktok_over_4s_watched,1765398030.5009575,1765398031.0009549,-38386078835428.59,-7841621408162.542,-32254703021.102364,-49210867716.240944,-59511025587.06936,-54646562969.21875,-133604087235.82008,-110650761328.2572,-27033538469.543556,-22782933263.90293,-10192783731085.807,-480130964108.0576,-139526556126.80865,-26460492695.575123,-142038880532.7613,-4724746514.033187,-418765631111.69794,-995784664595.5475,19146427715.03273,1287639535607.7139
314,tiktok_over_4s_watched,1765398111.1729105,1765398111.6690123,-45086817708030.75,-7367994219514.12,21401929993.5599,-19080842041.00242,-57091562882.113655,-50599308477.246574,-94165135454.66356,64340320632.172554,-5933178823.00616,3601056678.676338,-2736598451141.5845,-17474570517.163578,67291531688.48284,-24720361679.022114,-22548451651.027714,16805475384.819613,-189612771864.98618,-716286446445.9702,11593840294.657928,1634305461054.2805
315,tiktok_over_4s_watched,1765398167.9395387,1765398168.4356403,9332516474831.172,12751535913646.854,23473896565.80217,25039437337.377018,25247790794.885033,-18260858605.002914,32296054968.217148,13643905113.993917,-14939846625.851656,4671445664.715033,3384995786036.0225,1908290054305.1555,132440297360.319,-3186123069.146711,-72896310926.57036,-667408733.8176335,-220049233673.62817,-505067201394.42926,25210148386.97553,1606528865086.8735
316,tiktok_over_4s_watched,1765398298.722062,1765398299.2181578,-29465773237462.523,-5878826053457.134,-29598124592.24451,-50964440398.03367,-9147347565.403452,-61895691989.84329,-135632732371.79616,-122376176227.0726,7031993631.894881,10242972364.404446,-4394274442569.0845,-352038965493.7408,-81353719330.98494,-67000873960.02924,-67276291474.911964,32178207821.231724,41084849652.35326,-995263186271.6476,-72184676407.41284,599583443912.8345
317,tiktok_over_4s_watched,1765398305.7064624,1765398306.202557,-86189726773039.8,-12820220236354.959,-21432618503.929977,-36425689566.51482,-88060807208.79213,-38194848602.06369,-97796098889.49756,25564238068.5033,22781079224.461205,15013488458.048557,-7905104093697.143,-1824836612350.2397,-241716925066.43674,-27229494365.791153,-174069282623.47992,8198999898.047676,-57693840139.72021,-587263057167.3502,-1073642110.2563285,1476068181599.2595
318,tiktok_over_4s_watched,1765398338.5190113,1765398339.0151052,-43355509667977.41,-10637986057326.79,-6230295726.328916,-28960036608.242756,-41552422021.97559,-28794926710.07714,7715448559.949959,-6105638844.887234,-37522076023.518616,-16417644439.381144,-2161273574719.5164,327615612764.52466,-1354485969.7503848,-15977181160.750439,-134935946435.72166,21932282398.284363,-109795897027.46297,-739068862404.8815,9297481057.749283,1633435609253.256
319,tiktok_over_4s_watched,1765398345.175266,1765398345.6713607,-48580739805903.56,-3836731750589.64,-23479465624.84278,-46047083381.7374,6405681981.890806,-93454060271.18486,-89686802762.69762,-24937608286.49505,-25571006919.122025,-19854053863.762302,-2726879944026.113,460189490071.6653,-22274108011.744556,-42967636489.37061,-62051887000.93101,-3069259765.7930546,-186855469903.5717,-490886814702.0949,22504082579.907192,1543126462840.826
320,tiktok_over_4s_watched,1765398395.6127207,1765398396.1127183,-36022991039818.44,-4405769554132.14,-6747894128.5003,-25506491747.32961,9324001747.683247,-71083816981.71277,-85558036488.855,-126335042705.74594,780066250.5155694,7475139251.095498,-2591736452023.213,345566938149.6923,26072659316.453007,24864213657.09298,54268762283.10395,20631961987.433434,-494140238847.28314,-1192665300441.5762,9102632018.014359,837575348250.0876
321,baseline_2,1765398517.8625424,1765398701.4219165,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865476,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,-0.7071067811865476,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,0.7071067811865475,0.7071067811865475,-0.7071067811865476,0.7071067811865475,0.7071067811865476,-0.7071067811865476
